0383
DTN_STM009
yyyy/MM/dd hh:mm:ss,DFINAL (mm),QFINAL (l/s),VFINAL (m/s)
2023-09-02 14:15:00,47.86489,5.865689,0.3879587
2023-09-02 14:20:00,47.37983,5.75939,0.3868346
2023-09-02 14:25:00,49.12822,5.999037,0.3816029
2023-09-02 14:30:00,50.82671,6.455026,0.3905275
2023-09-02 14:35:00,51.64146,6.529457,0.3859375
2023-09-02 14:40:00,50.25743,5.500426,0.3383201
2023-09-02 14:45:00,47.94005,4.788715,0.3159797
2023-09-02 14:50:00,46.89451,5.013381,0.3420346
2023-09-02 14:55:00,47.06034,5.382407,0.3652444
2023-09-02 15:00:00,46.85606,5.572698,0.3806579
2023-09-02 15:05:00,45.87389,4.803386,0.3384067
2023-09-02 15:10:00,44.98989,4.822,0.3495944
2023-09-02 15:15:00,44.58591,5.142718,0.3778667
2023-09-02 15:20:00,43.8981,4.91167,0.3693576
2023-09-02 15:25:00,43.20979,4.736341,0.3647366
2023-09-02 15:30:00,44.81531,5.043276,0.3677483
2023-09-02 15:35:00,46.5873,5.583413,0.3845925
2023-09-02 15:40:00,48.12255,5.925649,0.3887713
2023-09-02 15:45:00,48.55056,5.706981,0.3694867
2023-09-02 15:50:00,48.70792,5.269893,0.3395421
2023-09-02 15:55:00,48.83777,5.366966,0.3444251
2023-09-02 16:00:00,48.84056,5.780413,0.3709264
2023-09-02 16:05:00,48.50822,5.694321,0.3691488
2023-09-02 16:10:00,48.92414,5.575137,0.3568431
2023-09-02 16:15:00,48.93402,5.864496,0.3752509
2023-09-02 16:20:00,48.18011,5.753248,0.3767831
2023-09-02 16:25:00,49.75845,6.178975,0.3856899
2023-09-02 16:30:00,50.71597,6.301096,0.3824342
2023-09-02 16:35:00,50.16678,5.931933,0.365832
2023-09-02 16:40:00,49.51446,5.838484,0.3670975
2023-09-02 16:45:00,49.24075,5.838456,0.3701274
2023-09-02 16:50:00,49.90353,5.728191,0.3560178
2023-09-02 16:55:00,49.93873,5.806913,0.3605351
2023-09-02 17:00:00,50.0045,5.888523,0.3648929
2023-09-02 17:05:00,49.61697,6.033625,0.3782069
2023-09-02 17:10:00,48.46986,5.553792,0.3604653
2023-09-02 17:15:00,49.2668,6.040365,0.3826265
2023-09-02 17:20:00,49.77545,6.282088,0.3919284
2023-09-02 17:25:00,49.40677,5.305961,0.3346935
2023-09-02 17:30:00,49.25288,5.390847,0.3416262
2023-09-02 17:35:00,49.66567,5.965931,0.3734211
2023-09-02 17:40:00,48.77429,6.02707,0.3875386
2023-09-02 17:45:00,47.7929,5.923989,0.3927046
2023-09-02 17:50:00,47.6046,5.597378,0.3732709
2023-09-02 17:55:00,47.20276,5.524213,0.3731509
2023-09-02 18:00:00,48.20264,5.723986,0.3746037
2023-09-02 18:05:00,49.58822,6.099575,0.3826691
2023-09-02 18:10:00,50.15364,6.250188,0.385608
2023-09-02 18:15:00,50.45943,6.338819,0.3875959
2023-09-02 18:20:00,50.64023,6.358261,0.3867499
2023-09-02 18:25:00,50.90693,6.704606,0.4046922
2023-09-02 18:30:00,52.47581,6.865616,0.3960972
2023-09-02 18:35:00,54.11596,7.007434,0.3861177
2023-09-02 18:40:00,54.00443,6.697808,0.3701877
2023-09-02 18:45:00,52.82783,6.693779,0.3823237
2023-09-02 18:50:00,52.56458,6.574308,0.3783276
2023-09-02 18:55:00,51.98457,6.31404,0.3694802
2023-09-02 19:00:00,50.98209,6.251427,0.3765252
2023-09-02 19:05:00,50.26426,6.195204,0.3809783
2023-09-02 19:10:00,50.46845,6.280209,0.3839113
2023-09-02 19:15:00,50.3914,5.998283,0.3675011
2023-09-02 19:20:00,50.17392,6.054228,0.3732959
2023-09-02 19:25:00,51.80174,6.749586,0.3970788
2023-09-02 19:30:00,52.51274,7.111725,0.4098617
2023-09-02 19:35:00,53.98669,7.160505,0.395954
2023-09-02 19:40:00,55.20193,7.344677,0.3930103
2023-09-02 19:45:00,54.46817,6.915183,0.3773938
2023-09-02 19:50:00,54.53283,7.351618,0.4005097
2023-09-02 19:55:00,53.37123,7.203831,0.4052045
2023-09-02 20:00:00,51.69909,6.514423,0.3843981
2023-09-02 20:05:00,49.93582,6.134997,0.3809377
2023-09-02 20:10:00,49.29082,6.083341,0.38507
2023-09-02 20:15:00,51.62111,6.528145,0.3860908
2023-09-02 20:20:00,53.38692,7.102189,0.3993122
2023-09-02 20:25:00,53.29692,7.080789,0.3991128
2023-09-02 20:30:00,53.31814,7.067781,0.398143
2023-09-02 20:35:00,52.95957,6.612232,0.3762587
2023-09-02 20:40:00,52.13398,6.463135,0.3765682
2023-09-02 20:45:00,51.02381,5.972876,0.3593182
2023-09-02 20:50:00,51.39571,6.323625,0.3764107
2023-09-02 20:55:00,50.87768,6.650508,0.4017644
2023-09-02 21:00:00,49.9273,6.209887,0.3856849
2023-09-02 21:05:00,50.27775,6.112274,0.37573
2023-09-02 21:10:00,50.79345,6.371752,0.3858589
2023-09-02 21:15:00,50.91254,6.34763,0.3830833
2023-09-02 21:20:00,50.89719,6.160128,0.3719314
2023-09-02 21:25:00,50.15471,6.32632,0.3902927
2023-09-02 21:30:00,48.97743,5.907447,0.3775002
2023-09-02 21:35:00,47.89602,5.663224,0.3742009
2023-09-02 21:40:00,47.81435,5.897558,0.3906881
2023-09-02 21:45:00,47.76283,5.32077,0.3530519
2023-09-02 21:50:00,46.882,5.017976,0.3424872
2023-09-02 21:55:00,48.56104,5.673685,0.3672124
2023-09-02 22:00:00,48.75413,5.873411,0.3778916
2023-09-02 22:05:00,49.06575,6.002215,0.3825287
2023-09-02 22:10:00,49.58755,5.832003,0.3658897
2023-09-02 22:15:00,49.40178,5.656322,0.3568473
2023-09-02 22:20:00,49.48237,5.344862,0.3363838
2023-09-02 22:25:00,49.66941,5.5242,0.3457337
2023-09-02 22:30:00,49.97966,5.795997,0.3594226
2023-09-02 22:35:00,50.2971,6.418253,0.3943158
2023-09-02 22:40:00,54.55746,7.882864,0.4291651
2023-09-02 22:45:00,54.68803,7.921872,0.4297703
2023-09-02 22:50:00,53.15483,6.928771,0.3921053
2023-09-02 22:55:00,53.11399,6.602602,0.3740769
2023-09-02 23:00:00,52.74338,6.662338,0.3814425
2023-09-02 23:05:00,52.47542,6.783356,0.3913557
2023-09-02 23:10:00,51.34446,6.459456,0.3850551
2023-09-02 23:15:00,49.05854,5.73539,0.3656034
2023-09-02 23:20:00,48.62756,5.816435,0.3756818
2023-09-02 23:25:00,48.45313,5.6286,0.3655096
2023-09-02 23:30:00,49.91006,6.066792,0.3769896
2023-09-02 23:35:00,50.08,6.31247,0.3902945
2023-09-02 23:40:00,49.52527,6.178201,0.3883318
2023-09-02 23:45:00,49.53263,6.432185,0.404207
2023-09-02 23:50:00,50.97721,6.591113,0.3970401
2023-09-02 23:55:00,50.87368,6.51164,0.3934206
2023-09-03 00:00:00,49.96474,6.025061,0.3737921
2023-09-03 00:05:00,48.93824,5.928114,0.3792729
2023-09-03 00:10:00,48.75717,5.625048,0.3618784
2023-09-03 00:15:00,51.41699,6.507979,0.3871509
2023-09-03 00:20:00,51.49028,6.959989,0.413183
2023-09-03 00:25:00,50.57824,6.662162,0.4059636
2023-09-03 00:30:00,52.15003,7.023553,0.4090303
2023-09-03 00:35:00,51.93476,6.697839,0.3925077
2023-09-03 00:40:00,50.39184,5.784827,0.3544185
2023-09-03 00:45:00,51.90726,6.480135,0.3800542
2023-09-03 00:50:00,53.67617,7.420816,0.4138809
2023-09-03 00:55:00,53.60191,7.456566,0.4167327
2023-09-03 01:00:00,54.27212,7.472878,0.4100104
2023-09-03 01:05:00,55.86793,8.014091,0.4213661
2023-09-03 01:10:00,56.39563,8.223577,0.4264337
2023-09-03 01:15:00,56.05754,7.709878,0.4033722
2023-09-03 01:20:00,53.53527,6.975907,0.3905928
2023-09-03 01:25:00,50.85688,6.175544,0.3732946
2023-09-03 01:30:00,50.37219,5.840474,0.3580329
2023-09-03 01:35:00,49.35213,5.934633,0.3749643
2023-09-03 01:40:00,48.71964,5.659115,0.3644889
2023-09-03 01:45:00,48.74619,5.239885,0.3372129
2023-09-03 01:50:00,48.93291,5.542053,0.3546308
2023-09-03 01:55:00,48.94218,6.027684,0.385597
2023-09-03 02:00:00,47.52078,5.696703,0.380908
2023-09-03 02:05:00,47.40896,5.858619,0.3931334
2023-09-03 02:10:00,46.85056,5.611701,0.3833875
2023-09-03 02:15:00,45.54802,5.080019,0.3616624
2023-09-03 02:20:00,45.24507,5.228086,0.3758812
2023-09-03 02:25:00,45.02856,5.442926,0.3941102
2023-09-03 02:30:00,45.147,5.661099,0.4083193
2023-09-03 02:35:00,46.19897,5.579095,0.3890153
2023-09-03 02:40:00,46.28054,5.602847,0.3896662
2023-09-03 02:45:00,45.40995,5.398243,0.386039
2023-09-03 02:50:00,44.6705,5.206413,0.3814713
2023-09-03 02:55:00,44.83657,5.176868,0.3772244
2023-09-03 03:00:00,45.5418,5.260122,0.3745597
2023-09-03 03:05:00,45.20203,5.235044,0.3769105
2023-09-03 03:10:00,44.78555,5.295356,0.3865101
2023-09-03 03:15:00,45.98467,5.562946,0.3905363
2023-09-03 03:20:00,46.9686,5.650307,0.3845632
2023-09-03 03:25:00,46.89684,5.911012,0.4032443
2023-09-03 03:30:00,46.67212,5.707352,0.3920905
2023-09-03 03:35:00,45.23722,5.265221,0.378648
2023-09-03 03:40:00,45.11585,5.446719,0.3932574
2023-09-03 03:45:00,45.05391,5.479811,0.3964508
2023-09-03 03:50:00,45.0161,5.006653,0.3626691
2023-09-03 03:55:00,44.48287,5.121906,0.3776344
2023-09-03 04:00:00,49.09511,6.449652,0.4106785
2023-09-03 04:05:00,49.38257,6.616489,0.4176634
2023-09-03 04:10:00,48.37166,6.124862,0.3987397
2023-09-03 04:15:00,47.05003,5.600636,0.3801798
2023-09-03 04:20:00,46.35005,5.801664,0.4026105
2023-09-03 04:25:00,45.56935,5.692057,0.4049563
2023-09-03 04:30:00,45.79185,5.346407,0.3776536
2023-09-03 04:35:00,45.35298,5.32596,0.3815751
2023-09-03 04:40:00,45.27803,5.412823,0.3887452
2023-09-03 04:45:00,48.32453,5.977876,0.3897398
2023-09-03 04:50:00,48.24781,6.119231,0.3999077
2023-09-03 04:55:00,47.17648,5.761724,0.3895234
2023-09-03 05:00:00,45.95911,5.282991,0.3711848
2023-09-03 05:05:00,45.33284,5.323552,0.3816523
2023-09-03 05:10:00,45.85091,5.666373,0.399499
2023-09-03 05:15:00,45.83004,5.610988,0.3958583
2023-09-03 05:20:00,45.09144,5.131893,0.3708231
2023-09-03 05:25:00,46.83181,5.161453,0.3528318
2023-09-03 05:30:00,47.84681,5.656799,0.3743557
2023-09-03 05:35:00,47.50299,5.722737,0.3828654
