0383
DTN_SAN008
yyyy/MM/dd hh:mm:ss,DFINAL (mm),QFINAL (l/s),VFINAL (m/s)
2023-09-28 12:35:00,126.47,31.32626,0.78
2023-09-28 12:40:00,126.67,30.99372,0.77
2023-09-28 12:45:00,126.88,31.87317,0.79
2023-09-28 12:50:00,135.97,35.58428,0.8
2023-09-28 12:55:00,134.29,32.78193,0.75
2023-09-28 13:00:00,135.26,36.20599,0.8199999
2023-09-28 13:05:00,130.91,33.73361,0.8
2023-09-28 13:10:00,130.68,32.80891,0.78
2023-09-28 13:15:00,129.74,32.47643,0.78
2023-09-28 13:20:00,128.96,32.20099,0.78
2023-09-28 13:25:00,128.43,31.60408,0.77
2023-09-28 13:30:00,137.46,34.32655,0.76
2023-09-28 13:35:00,134.05,33.57145,0.77
2023-09-28 13:40:00,131.85,33.22386,0.78
2023-09-28 13:45:00,130.54,33.17938,0.79
2023-09-28 13:50:00,127.69,32.56839,0.8
2023-09-28 13:55:00,128.32,31.97582,0.78
2023-09-28 14:00:00,127.23,30.78227,0.76
2023-09-28 14:05:00,126.77,30.22233,0.75
2023-09-28 14:10:00,171.7,27.69141,0.45
2023-09-28 14:15:00,128.26,31.95471,0.78
2023-09-28 14:20:00,126.77,32.64012,0.81
2023-09-28 14:25:00,126.36,31.6889,0.79
2023-09-28 14:30:00,125.6,31.02185,0.78
2023-09-28 14:35:00,125.48,30.97986,0.78
2023-09-28 14:40:00,126.1,27.99712,0.7
2023-09-28 14:45:00,126.61,28.96177,0.72
2023-09-28 14:50:00,128.36,29.11901,0.71
2023-09-28 14:55:00,128.72,29.64605,0.72
2023-09-28 15:00:00,128.11,29.85694,0.73
2023-09-28 15:05:00,133.05,33.21911,0.77
2023-09-28 15:10:00,131.85,32.79791,0.77
2023-09-28 15:15:00,131.1,32.53493,0.77
2023-09-28 15:20:00,130,32.15084,0.77
2023-09-28 15:25:00,129.8,32.08102,0.77
2023-09-28 15:30:00,129.25,32.71725,0.79
2023-09-28 15:35:00,129.23,32.29604,0.78
2023-09-28 15:40:00,129.32,32.74234,0.79
2023-09-28 15:45:00,127.85,28.95568,0.71
2023-09-28 15:50:00,127.98,32.67303,0.8
2023-09-28 15:55:00,127.6,31.72251,0.78
2023-09-28 16:00:00,127.98,32.26462,0.79
2023-09-28 16:05:00,127.45,31.26371,0.77
2023-09-28 16:10:00,185.8,23.30736,0.34
2023-09-28 16:15:00,126.52,31.34375,0.78
2023-09-28 16:20:00,127.6,30.90911,0.76
2023-09-28 16:25:00,126.71,31.81293,0.79
2023-09-28 16:30:00,130.1,33.85775,0.81
2023-09-28 16:35:00,131.1,34.22506,0.81
2023-09-28 16:40:00,131.44,34.35032,0.81
2023-09-28 16:45:00,133.97,34.8501,0.8
2023-09-28 16:50:00,138.25,36.88092,0.81
2023-09-28 16:55:00,143.36,38.80598,0.81
2023-09-28 17:00:00,144.94,39.40593,0.81
2023-09-28 17:05:00,145.33,40.04243,0.8199999
2023-09-28 17:10:00,144.19,39.60396,0.8199999
2023-09-28 17:15:00,144.44,39.70012,0.8199999
2023-09-28 17:20:00,140.4,37.22301,0.8
2023-09-28 17:25:00,133.89,34.82077,0.8
2023-09-28 17:30:00,134.15,33.60672,0.77
2023-09-28 17:35:00,133.53,33.38799,0.77
2023-09-28 17:40:00,192.58,25.18901,0.35
2023-09-28 17:45:00,125.92,30.73466,0.77
2023-09-28 17:50:00,129,31.80204,0.77
2023-09-28 17:55:00,132.89,34.45501,0.8
2023-09-28 18:00:00,129.19,32.69578,0.79
2023-09-28 18:05:00,127.38,32.45652,0.8
2023-09-28 18:10:00,128.11,32.31094,0.79
2023-09-28 18:15:00,127.67,32.15416,0.79
2023-09-28 18:20:00,153.09,37.80524,0.72
2023-09-28 18:25:00,140.62,35.90589,0.77
2023-09-28 18:30:00,132.95,32.75305,0.76
2023-09-28 18:35:00,132.17,32.48282,0.76
2023-09-28 18:40:00,130.72,31.98144,0.76
2023-09-28 18:45:00,128.81,32.14821,0.78
2023-09-28 18:50:00,128.61,32.48911,0.79
2023-09-28 18:55:00,128.26,32.77406,0.8
2023-09-28 19:00:00,136.39,34.39877,0.77
2023-09-28 19:05:00,134.04,34.00386,0.78
